PTM4472,"ACTINAC PLUS 100 mg/500 mg comprimé, boite de1 étui de 10","Acéclofénac/ Paracé-tamol","Anti-inflammatoiresnon stéroïdien + An-talgique","Antalgiques -Antipyrétiques - An-tispasmodiques","1963,5",2805,-
PTM0035,"ACTINAC PLUS 100 mg/500 mg comprimé, boite de1 étui de 20","Acéclofénac/ Paracé-tamol","Anti-inflammatoiresnon stéroïdien + An-talgique","Antalgiques -Antipyrétiques - An-tispasmodiques","3930,5",5615,-
PTM4473,"ACTOPENUM 1 g poudre pour injection, boîte de 1flacon + solvant de 20 mL",Meropeneme,"Antibacterien (Car-bapenemes)","Infectiologie-Parasi-tologie",10234,14620,-
PTM4474,"ACTOPENUM 500mg poudre pour injection, boîte de1 flacon + solvant de 20 mL",Meropeneme,"Antibacterien (Car-bapenemes)","Infectiologie-Parasi-tologie","4658,5",6655,-
PTM4475,"ACTOVZN-KIT comprimé, boîte de 1 kit","Fluconazole/Secni-dazole/Azithromycine",Anti-infectieux,"Infectiologie-Parasi-tologie","2740,5",3915,-
PTM4476,"ACTOZOL 400 mg comprimé à croquer, boîte de 10",Albendazole,Antihelminthique,"Infectiologie-Parasi-tologie","367,5",525,-
PTM0042,"ACTRAPID INSULINE 100 UI/ml solution injectable,flacon de 10 ml",Insuline Humaine,"Médicament dudiabète","Métabolisme -Dia-bète - Nutrition","3482,5",4975,-
PTM0043,"ACUILIX 20 mg/12,5mg comp. pélliculé séc, bte/28","Hydrochlorothiazide/Quinapril","Antihypertenseur (IEC+ Diurétique)","Cardiologie - An-géiologie",5481,7830,-
PTM0044,"ACUPAN 20 mg solution injectable, boîte de 5 am-poules de 2 ml",Néfopam,"Analgésique nonopioïde","Antalgiques -Antipyrétiques - An-tispasmodiques","2495,5",3565,-
PTM4477,"ACURE® 20 mg/120 mg comprimé dispersible, boîtede 6","Artémether/Lumé-fantrine",Antipaludique,"Infectiologie-Parasi-tologie","1095,5",1565,-
PTM4478,"ACURE® 20/120 mg poudre pour suspension bu-vable, flacon de 30 ml","Artémether/Lumé-fantrine",Antipaludique,"Infectiologie-Parasi-tologie","1095,5",1565,-
PTM4479,"ACURE® 40 mg/240 mg comprimé dispersible, boîtede 6","Artémether/Lumé-fantrine",Antipaludique,"Infectiologie-Parasi-tologie",1736,2480,-
"",,,SOUS CLASSE,PRIX BASE DE,,
"",,,CLASSE PHARMACO-,,PRIX,ACCORD
CODES,DESIGNATION,COMPOSITION,PHARMACO-,REMBOURSE,,
"",,,THERAPEUTIQUE,,PUBLIC,PREALABLE
"",,,THERAPEUTIQUE,MENT (G) x 70%,,
"","ACURE® 60/360 mg  suspension buvable, flacon de",Artémether/Lumé-,Infectiologie-Parasi-,,,
PTM4481,,,Antipaludique,1918,2740,-
"",30 ml,fantrine,tologie,,,
"",,Artémether/Lumé-,Infectiologie-Parasi-,,,
PTM4482,"ACURE® 60 mg/360 mg comprimé, boîte de 6",-fantrine,Antipaludique tologie,1918,2740,
"","ACURE® 80 mg/480 mg comprimé dispersible, boîte",Artémether/Lumé-,Infectiologie-Parasi-,,,
PTM4483,-de 6,fantrine,Antipaludique tologie,1918,2740,
"",,,Infectiologie- Para-,,,
PTM0048,"ACYCLOVIR DENK 5% crème, tube de 7 g",Acyclovir,Antiviral,"5995,5",8565,-
"",,,sitologie,,,
"",Succinate de Doxyla-ADIONE 10mg/10mg comprimés enrobés à libera-,,,,,
PTM4484,"-tion retardée, boîte de 10",mine/ Chlorhydrate de,Antihistaminiques Allergologie,"1725,5",2465,
"",,Pyridoxine,,,,
"",Succinate de Doxyla-ADIONE 10mg/10mg comprimés enrobés à libera-,,,,,
PTM4485,"-tion retardée, boîte de 30",mine/ Chlorhydrate de,Antihistaminiques Allergologie,4158,5940,
"",,Pyridoxine,,,,
"",,,Médicament du Métabolisme -Dia-,,,
PTM4486,"ADRIDE 2 mg comprimé, boîte de 3X10",Glimépiride,,3199,4570,-
"",,,diabète bète - Nutrition,,,
"",,,Médicament du Métabolisme - Dia-,,,
PTM4487,"ADRIDE 4 mg comprimé, boîte de 3X10",Glimépiride,,5026,7180,-
"",,,diabète bète - Nutrition,,,
"",,Glimépiride/ Metfor-,Médicament du Métabolisme -Dia-,,,
PTM4488,"ADRIDE-M comprimés, boîte de 3X10",,,"4567,5",6525,-
"",,mine,diabète bète - Nutrition,,,
"",,,Antalgiques - Anti-inflammatoires,,,
PTM0054,"ADVIL 200 mg comprimé enrobé, boîte de 20",Ibuprofène,Antipyrétiques - An-,1162,1660,-
"",,,non stéroïdiens,,,
"",,,tispasmodiques,,,
PTM0061,"AERIUS®  5 mg comprimés pelliculés, boite de 15.",Desloratadine,Antihistaminique H 1 Allergologie,"4084,5",5835,-
PTM0062,"AERIUS®  5 mg comprimés pelliculés, boite de 7",Desloratadine,Antihistaminique H 1 Allergologie,"2054,5",2935,-
"","AERIUS® 0,5 mg/ml solution buvable, flacon de 60",,,,,
PTM0063,,Desloratadine,Antihistaminique H 1 Allergologie,"2740,5",3915,-
"",ml,,,,,
"",AEROL® 100 mcg suspension pour inhalation en,,,,,
PTM4489,"-flacon pressuré, flacon de 200 doses",Salbutamol,Antiasthmatique Pneumologie,1771,2530,
"",,Acétaminophène/ Phé-,,,,
"",,,Rhinites-Sinu- Oto-Rino-Laryngo-,,,
PTM4490,"AFINE comprimés, boîte de 4",nyléphrine/ Cafeine/,,175,250,-
"",,,sites-Rhumes logie,,,
"",,Chlorphénamine,,,,
"",,,Antibactérien (Quino- Infectiologie -Parasi-,,,
PTM0064,"AFLACIN collyre, flacon de 5 ml",Ofloxacine,,1855,2650,-
"",,,lones) tologie,,,
CODES,DESIGNATION,COMPOSITION,"SOUS CLASSEPHARMACO-THERAPEUTIQUE","CLASSE PHARMACO-THERAPEUTIQUE","PRIX BASE DEREMBOURSEMENT (G) x 70%","PRIXPUBLIC","ACCORDPREALABLE"
PTM0065,"AFRIDOXINE 525 mg comprimé, 1blister de 3","Sulfadoxine/ Pyrimétha-mine","Antibactérien (Sulfa-midés)","Infectiologie - Para-sitologie",210,300,-
PTM4491,"AFRISOL 525 mg comprimé, boîte de 3","Sulfadoxine/ Pyrimétha-mine","Antibactérien (Sulfa-midés)","Infectiologie -Parasi-tologie","143,5",205,-
PTM4492,"AFSC KIT comprimé, boîte de 1 kit","Fluconazole/ Secni-dazole/ Azithromycine","Antibacterien (Macro-lides, Lincosamides,Streptogramines)","Infectiologie - Para-sitologie","2831,5",4045,-
PTM4493,"AGIDERM 2% crème, tube de 15 g",Acide fusidique,"Antibacterien (antista-phylococcique)",Dermatologie,"1242,5",1775,-
PTM4494,"AGIDERM 2% pommade, tube de 15 g",Acide fusidique,"Antibacterien (antista-phylococcique)",Dermatologie,"1242,5",1775,-
PTM4495,"AGLORON SIROP, flacon de 200 ml","Citrate ferrique d’am-monium/ Cyanocobala-mine/ Chlorhydrate depyridoxine/ Nicotina-mide/  Sulfate de zincheptahydraté","Stimulant de l’héma-topoïèse","Hémostase -Hématopoïèse  - Hé-moglobinopathies",868,1240,-
PTM4496,"AIRLIX 1 mg/ ml solution buvable, flacon de 60 ml",Cétirizine,Antihistaminique,Allergologie,1050,1500,-
PTM4497,"AIRLIX 10 mg, comprimé pelliculé, boîte de 15",Cétirizine,Antihistaminique,Allergologie,"1634,5",2335,-
PTM0072,"AIRTAL 100 mg comprimé pelliculé, boîte de 10",Acéclofénac,"Anti-inflammatoiresnon stéroïdiens",Anti-inflammatoires,"2383,5",3405,-
PTM0073,"AIRTAL 100 mg comprimé pelliculé, boîte de 40",Acéclofénac,"Anti-inflammatoiresnon stéroïdiens",Anti-inflammatoires,8407,12010,-
PTM0074,"AKARYD comprimé, boîte de 20",Loratadine,Antihistaminique H 1,Allergologie,"2495,5",3565,-
PTM4498,"AKEROL® comprimé, boîte de 20",Desloratadine,Antihistaminique H 1,Allergologie,"2075,5",2965,-
PTM4499,"AKEROL® sirop, flacon de 60 ml.",Desloratadine,Antihistaminique H 1,Allergologie,"2054,5",2935,-
PTM4500,"AKUROSE 20 mg/ ml solution injectable, boîte de 5ampoules",Fer élement,Antianemique,Hematologie,"5918,5",8455,-
PTM4501,"ALBACT 200 mg comprimé, boîte de 10",Ofloxacine,"Antibactérien (Quino-lone)","Infectiologie -Parasi-tologie","2446,5",3495,-
"",,,SOUS CLASSE,PRIX BASE DE,,
"",,,CLASSE PHARMACO-,,PRIX,ACCORD
CODES,DESIGNATION,COMPOSITION,PHARMACO-,REMBOURSE,,
"",,,THERAPEUTIQUE,,PUBLIC,PREALABLE
"",,,THERAPEUTIQUE,MENT (G) x 70%,,
"",,,Infectiologie - Para-,,,
PTM0075,"ALBEN 4% suspension buvable, flacon de 10 ml",Albendazone,Antihelminthique,1645,2350,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM0076,"ALBEN 400 mg comprimé, boîte de 1",Albendazone,Antihelminthique,1540,2200,-
"",,,sitologie,,,
"","ALBENDAZOLE SP® 400 mg comprimé à mâcher,",,Infectiologie - Para-,,,
PTM4503,-boîte de 1,Albendazole,Antihelminthique sitologie,693,990,
"",,,Infectiologie - Para-,,,
PTM4504,"ALBENDAZOLE TM 400 mg comprimé, boîte de 01",Albendazole,Antihelminthique,273,390,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM0083,"ALBENTEL 400 mg comprimé pelliculé, boîte de 1",Albendazole,Antihelminthique,301,430,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM4505,"ALBENTOX 400 mg comprimé,boite1",Albendazole,Antihelminthique,1372,1960,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM4506,"ALBENTOX 400 mg sirop, flacon 10 ml",Albendazole,Antihelminthique,"549,5",785,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM4507,"ALBEX 400 mg comprimé, boîte de 1",Albendazole,Antihelminthique,280,400,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM0084,"ALBIZOL  400 mg comprimé, boîte de 1",Albendazole,Antihelminthique,714,1020,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM0085,"ALBIZOL  0,4 mg suspension buvable, flacon de 10 ml",Albendazole,Antihelminthique,686,980,-
"",,,sitologie,,,
"",,,Infectiologie - Para-,,,
PTM4508,"ALBUSYN 400 mg suspension orale, flacon de 10 mL",Albendazole,Antihelminthique,364,520,-
"",,,sitologie,,,
"",,,Gastro - Entéro -,,,
PTM0087,"ALCER 40 mg comprimé, boîte de 30",Pantoprazole,Antiulcéreux,5481,7830,-
"",,,Hépatologie,,,
"","ALCER 40 mg  injectable ou pour perfusion, boîte de",,Gastro - Entéro -,,,
PTM4509,-1 flacon + solvant,Pantoprazole,Antiulcéreux Hépatologie,3199,4570,
"",,Siméthicone /Hy-,,,,
"",,droxyde d’Aluminium /,Gastro - Entéro -,,,
PTM4510,"ALCER GEL suspension orale, flacon de 200 ml",,Pansement Gastrique,"1095,5",1565,-
"",,Hydroxyde de Magné-,Hépatologie,,,
"",,sium,,,,
"",,Pantoprazole/ Dompé-,Gastro - Entéro -,,,
PTM4511,"ALCER-D gélule, boîte de 10",,Antiulcéreux,"2285,5",3265,-
"",,ridone,Hépatologie,,,
"",,,Infectiologie-Parasi-,,,
PTM4512,"ALEVO 500 mg comprimé, boite de 5",Levofloxacine,Anti bacterien,"2376,5",3395,-
"",,,tologie,,,
CODES,DESIGNATION,COMPOSITION,"SOUS CLASSEPHARMACO-THERAPEUTIQUE","CLASSE PHARMACO-THERAPEUTIQUE","PRIX BASE DEREMBOURSEMENT (G) x 70%","PRIXPUBLIC","ACCORDPREALABLE"
PTM0088,"ALCIPRO 500 mg comprimé, boite de 10",Ciprofloxacine,Antibacterien,"Infectiologie-Parasi-tologie","2019,5",2885,-
PTM4513,"ALCOF-C sirop, flacon de 100 ml","Dextrométhorphane/Cetirizine / Phénylé-phrine/ Menthol",Antihistaminique,Pneumologie,2212,3160,-
PTM0097,"ALDACTAZINE 25 mg + 15 mg comprimé, boîte de 20","Spironolactone/ Hy-drochlorothiazide",Diuéretique,"Cardiologie - An-géiologie","3034,5",4335,-
PTM0098,"ALDACTONE 75 mg comprimé, boîte de 20",Spironolactone,Diuéretique,"Cardiologie - An-géiologie",5271,7530,-
PTM4514,"ALDODERMA pommade, tube de 30 g","Triamcinolone acéto-nide/ Framycétinesulfate",Dermocorticostéroïde,Dermatologie,"2649,5",3785,-
PTM0100,"ALDOMET 250 mg comprimé, boîte de 30",Methyldopa,"Antihypertenseurd’action centrale","Cardiologie - An-géiologie",1701,2430,-
PTM0101,"ALDOMET 500 mg comprimé, boîte de 30",Methyldopa,"Antihypertenseurd’action centrale","Cardiologie - An-géiologie","3034,5",4335,-
PTM4515,"ALEMONT comprimés, boîte de 10","Montelukast/Levocéti-rizine",Antiasthmatique,Pneumologie,868,1240,-
PTM4516,"ALEOFER 60 mg gélule, boîte de 30","Bisglycinate de fer/Ace-rola (Malpighia glabra)/Acide folique",Antianémique,Hématolgie,"1501,5",2145,-
PTM4517,"ALEPSAL 100 mg comprimé, boîte de 30","Phénobarbital 100 mg /Caféine 25 mg",Antiépileptiques,Neurologie,1848,2640,-
PTM4518,"ALEPSAL 150 mg comprimé, boîte de 30","Phénobarbital 150 mg /Caféine 37,5 mg",Antiépileptiques,Neurologie,"3363,5",4805,-
PTM4519,"ALEPSAL 50 mg comprimé, boîte de 30","Phénobarbital 50 mg /Caféine 12,50 mg",Antiépileptiques,Neurologie,1820,2600,-
PTM4520,"ALEPSAL 15 mg comprimé, boîte de 30","Phénobarbital 50 mg /Caféine 12,50 mg",Antiépileptiques,Neurologie,"1102,5",1575,-
PTM4521,"ALERCHECK 0,1 % solution ophtalmique, flacon de 5Ml",Olopatadine,Antihistaminique H1,Ophtalmologie,"2831,5",4045,-
CODES,DESIGNATION,COMPOSITION,"SOUS CLASSEPHARMACO-THERAPEUTIQUE","CLASSE PHARMACO-THERAPEUTIQUE","PRIX BASE DEREMBOURSEMENT (G) x 70%","PRIXPUBLIC","ACCORDPREALABLE"
PTM4523,"ALERDAN® sirop 5 mg/ml, flacon  de 100 ml",Desloratadine,Antihistaminique H1,Allergologie,"1907,5",2725,-
PTM4524,"ALERDAN® 5 mg comprimé pelliculé, boîte de 30",Desloratadine,Antihistaminique H1,Allergologie,4655,6650,-
PTM0102,"ALERGAL 10 mg comprimé, boite de 12",Cetirizine,Antihistaminique H 1,Allergologie,2450,3500,-
PTM4525,"ALERGOSONE 0,5 mg/ml gouttes buvables, flacon de30 ml",Betaméthasone,"Anti-inflammatoiresstéroïdiens (AIS)",Allergologie,"2383,5",3405,-
PTM4526,"ALFACURE 40/240 comprimé, boîte de 6","Artemether/ Lume-fantrine",Antipaludique,"Infectiologie - Para-sitologie","1004,5",1435,-
PTM4527,"ALFACURE 80/480 comprimé, boîte de 6","Artemether/ Lume-fantrine",Antipaludique,"Infectiologie - Para-sitologie",1645,2350,-
PTM4528,"ALFACURE 20/120 comprimé, boîte de 24","Artemether/ Lume-fantrine",Antipaludique,"Infectiologie - Para-sitologie","1004,5",1435,-
PTM4529,"ALFACURE 20/120 comprimé dispersible, boîte de 6","Artemether/ Lume-fantrine",Antipaludique,"Infectiologie - Para-sitologie",476,680,-
PTM4530,"ALFAMOX 1 g poudre pour susp orale, boite de 14sachets",Amoxicilline,"Antibacterien (Peni-cilline)","Infectiologie - Para-sitologie","3062,5",4375,-
PTM4531,"ALFAMOX 250 mg/5 ml poudre pour susp orale,flacon 100 ml",Amoxicilline,"Antibacterien (Peni-cilline)","Infectiologie - Para-sitologie",1827,2610,-
PTM4532,"ALFAMOX 500 mg poudre pour susp buvable, boitede 14 sachets",Amoxicilline,"Antibacterien (Peni-cilline)","Infectiologie - Para-sitologie",1736,2480,-
PTM4533,"ALFAPROXINE 750 mg comprimés pelliculés, boîtede 10",Ciprofloxacine,"Antibacterien (Ce-phasloporines)","Infectiologie - Para-sitologie","1837,5",2625,-
PTM4534,"ALFAPROXINE 500 mg comprimés pelliculés, boîtede 10",Ciprofloxacine,"Antibacterien (Ce-phasloporines)","Infectiologie - Para-sitologie","1837,5",2625,-
PTM4535,"ALFER 100 mg comprimé, boîte de 30","Fer/ Acide folique/Acide Ascorbique/Cyanocobalamine/ ZincSulfate Monohydrate",Antianémique,Hématologie,1827,2610,-
PTM4536,"ALFER suspension buvable, flacon de 200 ml","Fer/ Acide folique/Cyanocobalamine/ ZincSulfate Monohydrate",Antianémique,Hématologie,1827,2610,-
CODES,DESIGNATION,COMPOSITION,"SOUS CLASSEPHARMACO-THERAPEUTIQUE","CLASSE PHARMACO-THERAPEUTIQUE","PRIX BASE DEREMBOURSEMENT (G) x 70%","PRIXPUBLIC","ACCORDPREALABLE"
PTM4538,"ALGOFENE 20 mg/ml suspension buvable, flacon de150 ml",Ibuprofène,"Anti-inflammatoiresnon stérodiens","Antalgiques -Antipyrétiques - An-tispasmodiques",1372,1960,-
PTM4539,"ALGOPET 100 mg comprimé, boîte de 15",Flurbiprofène,"Anti-inflammatoiresnon stérodiens","Antalgiques -Antipyrétiques - An-tispasmodiques",1372,1960,-
PTM4540,"ALKALINE suspension orale, flacon de 200 ml","Hydroxyde d’alumi-nium/ Hydroxyde demagnésium",Pansement Gastrique,"Gastro-Enté-ro-Hépathologie","850,5",1215,-
PTM4541,"ALLCOLD comprimé, boîte de 2X10","Paracétamol/ Phénylé-phrine/ Chlorphenira-mine/ Caféine",Rhinites et sinusites,"Oto-Rhino-Laryngo-logie",1099,1570,-
PTM4542,"ALLCOLD sirop, flacon de 100 ml","Paracétamol/ Phénylé-phrine/ Chlorphenira-mine",Rhinites et sinusites,"Oto-Rhino-Laryngo-logie","1095,5",1565,-
PTM0111,"ALLERGINE 10 mg comprimé, boite de 15",Loratadine,Antihistaminique H1,Allergologie,"2859,5",4085,-
PTM0115,"ALLERGYL 0,1% sirop, flacon de 100 mL",Prométhazine,Antihistaminique H1,Allergologie,"689,5",985,-
PTM4543,"ALLERGIFLASH 0,05% collyre en solution en récipientunidose, flacon de 10 doses",Lévocabastine,Antihistaminique H 1,Allergologie,4221,6030,-
PTM0113,"ALLERGODIL® 0,127 mg/dose, solution pour pulvéri-sation nasale, flacon de 10 ml",Azélastine,Antihistaminique H 1,Allergologie,3563,5090,-
PTM4544,"ALLERTEC 10 mg comprimé, boîte de 30",Cetirizine,Antihistaminique H 1,Allergologie,2226,3180,-
PTM4545,"ALLERTEC 10 mg comprimé, boîte de 15",Cetirizine,Antihistaminique H 1,Allergologie,"1165,5",1665,-
PTM4546,"ALLERTEC 10 mg comprimé, boîte de 7",Cetirizine,Antihistaminique H 1,Allergologie,"626,5",895,-
PTM4547,"ALLERTIN 10 mg comprimé, boîte de 10",Cetirizine,Antihistaminique H 1,Allergologie,"962,5",1375,-
PTM0119,"ALMAX FORTE 1g/7,5 ml suspension buvable, flaconde 225 ml",Almagate,"Antiacide et panse-ment gastro-intestinal","Gastro-Enté-ro-Hépathologie",2037,2910,-
PTM0118,"ALMAX FORTE 1,5 g suspension buvable, boîte de 30sachets",Almagate,"Antiacide et panse-ment gastro-intestinal","Gastro-Enté-ro-Hépathologie","2922,5",4175,-
